country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Rajasthan,Ajmer,"Civil Lines,  Ajmer - RSPCB","08-04-2025 11:00:00",26.470859,74.646594,NH3,13,18,15
India,Rajasthan,Banswara,"Rati Talai, Banswara - RSPCB","08-04-2025 11:00:00",23.555190,74.440010,NH3,4,13,7
India,Rajasthan,Banswara,"Rati Talai, Banswara - RSPCB","08-04-2025 11:00:00",23.555190,74.440010,OZONE,1,109,53
India,Odisha,Talcher,"Talcher Coalfields,Talcher - OSPCB","08-04-2025 11:00:00",20.9360711,85.1707021,CO,30,48,34
India,Odisha,Tensa,"Barsua Iron Ore Mines, Tensa - OSPCB","08-04-2025 11:00:00",21.869985,85.167016,NO2,47,54,50
India,Rajasthan,Bundi,"New Colony, Bundi - RSPCB","08-04-2025 11:00:00",25.435774,75.644272,CO,9,91,13
India,Rajasthan,Chittorgarh,"Shastri Nagar, Chittorgarh - RSPCB","08-04-2025 11:00:00",24.892047,74.623527,NH3,3,10,6
India,Puducherry,Puducherry,"Jawahar Nagar, Puducherry - PPCC","08-04-2025 11:00:00",11.9309,79.8027,SO2,5,12,9
India,Rajasthan,Jaisalmer,"Sadar Bazar, Jaisalmer - RSPCB","08-04-2025 11:00:00",26.912329,70.909168,PM10,53,258,106
India,Rajasthan,Jaisalmer,"Sadar Bazar, Jaisalmer - RSPCB","08-04-2025 11:00:00",26.912329,70.909168,NO2,1,86,12
India,Rajasthan,Jalore,"Mudtra Sili, Jalore - RSPCB","08-04-2025 11:00:00",25.344694,72.626208,NO2,31,88,56
India,Rajasthan,Jalore,"Mudtra Sili, Jalore - RSPCB","08-04-2025 11:00:00",25.344694,72.626208,NH3,5,7,6
India,Rajasthan,Jalore,"Mudtra Sili, Jalore - RSPCB","08-04-2025 11:00:00",25.344694,72.626208,CO,6,28,13
India,Rajasthan,Jhalawar,"Rajlaxmi Nagar, Jhalawar - RSPCB","08-04-2025 11:00:00",24.588397,76.172782,NO2,21,106,48
India,Rajasthan,Jhalawar,"Rajlaxmi Nagar, Jhalawar - RSPCB","08-04-2025 11:00:00",24.588397,76.172782,OZONE,13,64,32
India,Rajasthan,Jhunjhunu,"Indra Nagar, Jhunjhunu - RSPCB","08-04-2025 11:00:00",28.108988,75.386577,PM2.5,36,198,84
India,Rajasthan,Jhunjhunu,"Indra Nagar, Jhunjhunu - RSPCB","08-04-2025 11:00:00",28.108988,75.386577,NH3,3,16,13
India,Rajasthan,Jhunjhunu,"Indra Nagar, Jhunjhunu - RSPCB","08-04-2025 11:00:00",28.108988,75.386577,OZONE,4,131,91
India,Rajasthan,Jodhpur,"Collectorate, Jodhpur - RSPCB","08-04-2025 11:00:00",26.268249,73.0193853,SO2,1,16,6
India,Rajasthan,Jodhpur,"Digari Kalan, Jodhpur - RSPCB","08-04-2025 11:00:00",26.295810,73.082283,PM10,50,172,109
India,Rajasthan,Jodhpur,"Digari Kalan, Jodhpur - RSPCB","08-04-2025 11:00:00",26.295810,73.082283,SO2,5,31,11
India,Rajasthan,Jodhpur,"Jhalamand, Jodhpur - RSPCB","08-04-2025 11:00:00",26.215415,73.070156,SO2,3,12,6
India,Rajasthan,Jodhpur,"Jhalamand, Jodhpur - RSPCB","08-04-2025 11:00:00",26.215415,73.070156,CO,6,52,18
India,Rajasthan,Hanumangarh,"Housing Board, Hanumangarh - RSPCB","08-04-2025 11:00:00",29.610750,74.283608,NO2,16,65,36
India,Rajasthan,Hanumangarh,"Housing Board, Hanumangarh - RSPCB","08-04-2025 11:00:00",29.610750,74.283608,SO2,9,30,17
India,Rajasthan,Hanumangarh,"Housing Board, Hanumangarh - RSPCB","08-04-2025 11:00:00",29.610750,74.283608,CO,47,86,68
India,Rajasthan,Hanumangarh,"Housing Board, Hanumangarh - RSPCB","08-04-2025 11:00:00",29.610750,74.283608,OZONE,23,89,40
India,Rajasthan,Jaipur,"Adarsh Nagar, Jaipur - RSPCB","08-04-2025 11:00:00",26.902909,75.836858,PM10,76,130,102
India,Rajasthan,Jodhpur,"Mandor, Jodhpur - RSPCB","08-04-2025 11:00:00",26.358805,73.047444,NH3,3,5,4
India,Rajasthan,Jodhpur,"Mandor, Jodhpur - RSPCB","08-04-2025 11:00:00",26.358805,73.047444,SO2,6,18,8
India,Rajasthan,Jodhpur,"Samrat Ashok Udhyan, Jodhpur - RSPCB","08-04-2025 11:00:00",26.253384,72.976571,SO2,3,16,8
India,Rajasthan,Karauli,"Satyawati Vihar, Karauli - RSPCB","08-04-2025 11:00:00",26.506177,77.025989,PM10,61,148,102
India,Rajasthan,Kota,"Dhanmandi, Kota - RSPCB","08-04-2025 11:00:00",25.164090,75.858137,CO,15,146,66
India,Rajasthan,Kota,"Nayapura, Kota - RSPCB","08-04-2025 11:00:00",25.196024,75.855668,CO,19,123,71
India,Rajasthan,Nagaur,"Karni Colony, Nagaur - RSPCB","08-04-2025 11:00:00",27.213494,73.734444,PM2.5,24,192,56
India,Rajasthan,Nagaur,"Karni Colony, Nagaur - RSPCB","08-04-2025 11:00:00",27.213494,73.734444,NO2,7,48,22
India,Rajasthan,Jaipur,"Sector-2 Murlipura, Jaipur - RSPCB","08-04-2025 11:00:00",26.960669,75.771817,PM10,51,186,86
India,Rajasthan,Jaipur,"Shastri Nagar, Jaipur - RSPCB","08-04-2025 11:00:00",26.9502929,75.730943,NH3,3,24,7
India,Rajasthan,Jaisalmer,"Sadar Bazar, Jaisalmer - RSPCB","08-04-2025 11:00:00",26.912329,70.909168,PM2.5,20,54,35
India,Rajasthan,Pali,"Indira Colony Vistar, Pali - RSPCB","08-04-2025 11:00:00",25.771061," 73.340227",CO,28,103,70
India,Rajasthan,Rajsamand,"Dhoinda, Rajsamand - RSPCB","08-04-2025 11:00:00",25.036360,73.883502,PM2.5,8,74,24
India,Rajasthan,Rajsamand,"Dhoinda, Rajsamand - RSPCB","08-04-2025 11:00:00",25.036360,73.883502,NO2,3,35,13
India,Rajasthan,"Sawai Madhopur","Sahu Nagar, Sawai Madhopur - RSPCB","08-04-2025 11:00:00",26.031443,76.359327,CO,32,94,60
India,Rajasthan,Sikar,"Radhakishan Pura, Sikar - RSPCB","08-04-2025 11:00:00",27.608912,75.153302,NO2,8,91,26
India,Rajasthan,Sikar,"Radhakishan Pura, Sikar - RSPCB","08-04-2025 11:00:00",27.608912,75.153302,OZONE,6,99,89
India,Rajasthan,Karauli,"Satyawati Vihar, Karauli - RSPCB","08-04-2025 11:00:00",26.506177,77.025989,CO,14,43,23
India,Rajasthan,"Sri Ganganagar","Old City, Sri Ganganagar - RSPCB","08-04-2025 11:00:00",29.931624,73.864511,NH3,3,6,4
India,Rajasthan,"Sri Ganganagar","Old City, Sri Ganganagar - RSPCB","08-04-2025 11:00:00",29.931624,73.864511,SO2,9,28,16
India,Rajasthan,"Sri Ganganagar","Old City, Sri Ganganagar - RSPCB","08-04-2025 11:00:00",29.931624,73.864511,CO,21,72,46
India,Rajasthan,Tonk,"Shastri Nagar, Tonk - RSPCB","08-04-2025 11:00:00",26.159933,75.780517,PM2.5,NA,NA,NA
India,Rajasthan,Tonk,"Shastri Nagar, Tonk - RSPCB","08-04-2025 11:00:00",26.159933,75.780517,PM10,NA,NA,NA
India,Rajasthan,Tonk,"Shastri Nagar, Tonk - RSPCB","08-04-2025 11:00:00",26.159933,75.780517,NH3,NA,NA,NA
India,Rajasthan,Udaipur,"Ashok Nagar, Udaipur - RSPCB","08-04-2025 11:00:00",24.5886166,73.6321397,PM2.5,42,91,65
India,Rajasthan,Udaipur,"Ashok Nagar, Udaipur - RSPCB","08-04-2025 11:00:00",24.5886166,73.6321397,SO2,2,21,9
India,Rajasthan,Udaipur,"Ashok Nagar, Udaipur - RSPCB","08-04-2025 11:00:00",24.5886166,73.6321397,CO,5,118,25
India,TamilNadu,Palkalaiperur,"Bharathidasan University, Palkalaiperur - TNPCB","08-04-2025 11:00:00",10.681158,78.741746,NO2,10,10,10
India,TamilNadu,Perundurai,"SIPCOT Industrial Park, Perundurai - TNPCB","08-04-2025 11:00:00",11.258242,77.552761,CO,46,52,50
India,TamilNadu,Perundurai,"SIPCOT Industrial Park, Perundurai - TNPCB","08-04-2025 11:00:00",11.258242,77.552761,OZONE,6,10,6
India,TamilNadu,Pudukottai,"SIPCOT Nathampannai, Pudukottai - TNPCB","08-04-2025 11:00:00",10.423417,78.784889,PM10,2,48,27
India,TamilNadu,Ramanathapuram,"Chalai Bazaar, Ramanathapuram - TNPCB","08-04-2025 11:00:00",9.36399,78.831977,NO2,5,5,5
India,TamilNadu,Ramanathapuram,"Chalai Bazaar, Ramanathapuram - TNPCB","08-04-2025 11:00:00",9.36399,78.831977,NH3,1,1,1
India,TamilNadu,Ramanathapuram,"Chalai Bazaar, Ramanathapuram - TNPCB","08-04-2025 11:00:00",9.36399,78.831977,SO2,12,17,13
India,TamilNadu,Ranipet,"VOC Nagar_SIPCOT, Ranipet - TNPCB","08-04-2025 11:00:00",12.952707,79.30394,NO2,NA,NA,NA
India,TamilNadu,Chennai,"Manali Village, Chennai - TNPCB","08-04-2025 11:00:00",13.1662,80.2584,SO2,18,22,20
India,TamilNadu,Chennai,"Perungudi, Chennai - TNPCB","08-04-2025 11:00:00",12.9533,80.2357,PM10,18,161,54
India,TamilNadu,Chennai,"Perungudi, Chennai - TNPCB","08-04-2025 11:00:00",12.9533,80.2357,NO2,2,12,6
India,TamilNadu,Chennai,"Royapuram, Chennai - TNPCB","08-04-2025 11:00:00",13.1036,80.2909,SO2,6,14,9
India,TamilNadu,Karur,"Kamadenu Nagar, Karur - TNPCB","08-04-2025 11:00:00",10.967820,78.080882,SO2,NA,NA,NA
India,TamilNadu,Madurai,"Uchapatti, Madurai - TNPCB","08-04-2025 11:00:00",9.865935,78.022669,PM2.5,NA,NA,NA
India,TamilNadu,Madurai,"Uchapatti, Madurai - TNPCB","08-04-2025 11:00:00",9.865935,78.022669,PM10,NA,NA,NA
India,TamilNadu,Madurai,"Uchapatti, Madurai - TNPCB","08-04-2025 11:00:00",9.865935,78.022669,NO2,16,20,19
India,TamilNadu,Hosur,"SIPCOT Phase-1, Hosur - TNPCB","08-04-2025 11:00:00",12.746998,77.813811,NH3,1,1,1
India,TamilNadu,Kanchipuram,"Kilambi, Kanchipuram - TNPCB","08-04-2025 11:00:00",12.864618,79.659968,NO2,1,13,3
India,TamilNadu,Kanchipuram,"Kilambi, Kanchipuram - TNPCB","08-04-2025 11:00:00",12.864618,79.659968,OZONE,1,48,18
India,TamilNadu,Cuddalore,"Semmandalam, Cuddalore - TNPCB","08-04-2025 11:00:00",11.7637683,79.7499835,OZONE,1,2,1
India,TamilNadu,Dindigul,"Mendonsa Colony, Dindigul - TNPCB","08-04-2025 11:00:00",10.358535,77.984321,PM10,NA,NA,NA
India,TamilNadu,Chennai,"Velachery Res. Area, Chennai - CPCB","08-04-2025 11:00:00",13.0052189,80.2398125,PM2.5,16,48,34
India,TamilNadu,Chennai,"Velachery Res. Area, Chennai - CPCB","08-04-2025 11:00:00",13.0052189,80.2398125,PM10,25,61,37
India,TamilNadu,Chennai,"Manali Village, Chennai - TNPCB","08-04-2025 11:00:00",13.1662,80.2584,PM10,10,117,38
India,TamilNadu,Tirunelveli,"Municipal Corporation Office, Tirunelveli - TNPCB","08-04-2025 11:00:00",8.728442,77.6962,OZONE,6,7,6
India,TamilNadu,Tirupur,"Kumaran College, Tirupur - TNPCB","08-04-2025 11:00:00",11.0973603,77.3228673,PM10,12,158,68
India,TamilNadu,Tirupur,"Kumaran College, Tirupur - TNPCB","08-04-2025 11:00:00",11.0973603,77.3228673,SO2,NA,NA,NA
India,TamilNadu,Tirupur,"Kumaran College, Tirupur - TNPCB","08-04-2025 11:00:00",11.0973603,77.3228673,CO,54,90,65
India,TamilNadu,Vellore,"Vasanthapuram, Vellore - TNPCB","08-04-2025 11:00:00",12.909494,79.131861,SO2,13,16,16
India,TamilNadu,Virudhunagar,"Collectorate Office, Virudhunagar - TNPCB","08-04-2025 11:00:00",9.559382,77.948828,PM10,23,100,49
India,TamilNadu,Virudhunagar,"Collectorate Office, Virudhunagar - TNPCB","08-04-2025 11:00:00",9.559382,77.948828,NO2,19,20,20
India,TamilNadu,Thanjavur,"Parisutham Nagar, Thanjavur - TNPCB","08-04-2025 11:00:00",10.7654824,79.1389968,PM2.5,13,44,25
India,TamilNadu,Thoothukudi,"Meelavittan, Thoothukudi - TNPCB","08-04-2025 11:00:00","8.816428 ",78.099039,SO2,10,22,16
India,TamilNadu,Thoothukudi,"Meelavittan, Thoothukudi - TNPCB","08-04-2025 11:00:00","8.816428 ",78.099039,CO,3,38,18
India,TamilNadu,Tiruchirappalli,"St Joseph College, Tiruchirappalli - TNPCB","08-04-2025 11:00:00",10.830158,78.691849,NH3,3,60,6
India,TamilNadu,Tirunelveli,"Municipal Corporation Office, Tirunelveli - TNPCB","08-04-2025 11:00:00",8.728442,77.6962,PM2.5,18,33,26
India,TamilNadu,Tirunelveli,"Municipal Corporation Office, Tirunelveli - TNPCB","08-04-2025 11:00:00",8.728442,77.6962,NO2,3,10,7
India,Uttar_Pradesh,Agra,"Shastripuram, Agra - UPPCB","08-04-2025 11:00:00",27.19862,77.92066,PM2.5,42,77,56
India,Uttar_Pradesh,Agra,"Shastripuram, Agra - UPPCB","08-04-2025 11:00:00",27.19862,77.92066,SO2,14,31,21
India,Uttar_Pradesh,Agra,"Shastripuram, Agra - UPPCB","08-04-2025 11:00:00",27.19862,77.92066,OZONE,2,7,5
India,Uttar_Pradesh,Baghpat,"Sardar Patel Inter College, Baghpat - UPPCB","08-04-2025 11:00:00",28.964949,77.278761,NH3,1,5,3
India,Uttar_Pradesh,Baghpat,"Sardar Patel Inter College, Baghpat - UPPCB","08-04-2025 11:00:00",28.964949,77.278761,SO2,36,105,73
India,Uttar_Pradesh,Bareilly,"Civil Lines, Bareilly - UPPCB","08-04-2025 11:00:00",28.359581,79.414455,NO2,1,7,3
India,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB","08-04-2025 11:00:00",17.518400,78.278777,NH3,1,14,2
India,Telangana,Hyderabad,"IDA Pashamylaram, Hyderabad - TSPCB","08-04-2025 11:00:00",17.5316895,78.218939,SO2,2,11,7
India,Telangana,Hyderabad,"IITH Kandi, Hyderabad - TSPCB","08-04-2025 11:00:00",17.585705,78.126199,PM2.5,34,55,49
India,Telangana,Hyderabad,"IITH Kandi, Hyderabad - TSPCB","08-04-2025 11:00:00",17.585705,78.126199,NO2,16,17,17
India,Telangana,Hyderabad,"IITH Kandi, Hyderabad - TSPCB","08-04-2025 11:00:00",17.585705,78.126199,NH3,2,2,2
India,Telangana,Hyderabad,"IITH Kandi, Hyderabad - TSPCB","08-04-2025 11:00:00",17.585705,78.126199,CO,28,41,36
India,Tripura,Agartala,"Bardowali, Agartala - Tripura SPCB","08-04-2025 11:00:00",23.8175497,91.2726974,NH3,2,6,3
India,Tripura,Agartala,"Bardowali, Agartala - Tripura SPCB","08-04-2025 11:00:00",23.8175497,91.2726974,OZONE,35,129,40
India,Uttar_Pradesh,Agra,"Manoharpur, Agra - UPPCB","08-04-2025 11:00:00",27.23711,78.01936,NO2,11,14,11
India,Uttar_Pradesh,Agra,"Rohta, Agra - UPPCB","08-04-2025 11:00:00",27.106972,78.000111,PM2.5,NA,NA,NA
India,Telangana,Hyderabad,"Kokapet, Hyderabad - TSPCB","08-04-2025 11:00:00",17.393559,78.339194,NO2,13,15,13
India,Telangana,Hyderabad,"Kompally Municipal Office, Hyderabad - TSPCB","08-04-2025 11:00:00",17.544899,78.486949,OZONE,NA,NA,NA
India,Telangana,Hyderabad,"New Malakpet, Hyderabad - TSPCB","08-04-2025 11:00:00",17.37206,78.50864,SO2,8,15,12
India,Telangana,Hyderabad,"New Malakpet, Hyderabad - TSPCB","08-04-2025 11:00:00",17.37206,78.50864,CO,4,51,12
India,Telangana,Hyderabad,"Bollaram Industrial Area, Hyderabad - TSPCB","08-04-2025 11:00:00",17.540891,78.358528,NH3,4,10,5
India,Telangana,Hyderabad,"ECIL Kapra, Hyderabad - TSPCB","08-04-2025 11:00:00",17.470431,78.566959,CO,28,52,30
India,Telangana,Hyderabad,"ECIL Kapra, Hyderabad - TSPCB","08-04-2025 11:00:00",17.470431,78.566959,OZONE,19,32,19
India,Telangana,Hyderabad,"Ramachandrapuram, Hyderabad - TSPCB","08-04-2025 11:00:00",17.528544,78.286195,OZONE,1,54,18
India,Telangana,Hyderabad,"Somajiguda, Hyderabad - TSPCB","08-04-2025 11:00:00",17.417094,78.457437,NH3,NA,NA,NA
India,Uttar_Pradesh,Agra,"Sanjay Palace, Agra - UPPCB","08-04-2025 11:00:00",27.19865833,78.00598056,NO2,12,93,28
India,Uttar_Pradesh,Agra,"Sanjay Palace, Agra - UPPCB","08-04-2025 11:00:00",27.19865833,78.00598056,CO,23,26,25
India,Uttar_Pradesh,Hapur,"Anand Vihar, Hapur - UPPCB","08-04-2025 11:00:00",28.725645,77.749675,PM2.5,33,111,67
India,Uttar_Pradesh,Hapur,"Anand Vihar, Hapur - UPPCB","08-04-2025 11:00:00",28.725645,77.749675,NH3,11,16,13
India,Uttar_Pradesh,Hapur,"Anand Vihar, Hapur - UPPCB","08-04-2025 11:00:00",28.725645,77.749675,CO,35,58,41
India,Uttar_Pradesh,Jhansi,"Shivaji Nagar, Jhansi - UPPCB","08-04-2025 11:00:00",25.4547,78.6039,PM10,84,286,125
India,Uttar_Pradesh,Jhansi,"Shivaji Nagar, Jhansi - UPPCB","08-04-2025 11:00:00",25.4547,78.6039,CO,8,20,12
India,Uttar_Pradesh,Kanpur,"FTI Kidwai Nagar, Kanpur - UPPCB","08-04-2025 11:00:00",26.428282,80.327067,PM2.5,9,103,73
India,Uttar_Pradesh,Kanpur,"FTI Kidwai Nagar, Kanpur - UPPCB","08-04-2025 11:00:00",26.428282,80.327067,SO2,30,39,35
India,Uttar_Pradesh,Kanpur,"FTI Kidwai Nagar, Kanpur - UPPCB","08-04-2025 11:00:00",26.428282,80.327067,CO,22,48,30
India,Uttar_Pradesh,Kanpur,"NSI Kalyanpur, Kanpur - UPPCB","08-04-2025 11:00:00",26.509954,80.249612,NO2,23,24,24
India,Uttar_Pradesh,Kanpur,"NSI Kalyanpur, Kanpur - UPPCB","08-04-2025 11:00:00",26.509954,80.249612,SO2,2,30,15
India,Uttar_Pradesh,Meerut,"Pallavpuram Phase 2, Meerut - UPPCB","08-04-2025 11:00:00",29.063510,77.709723,NO2,14,30,19
India,Uttar_Pradesh,Meerut,"Pallavpuram Phase 2, Meerut - UPPCB","08-04-2025 11:00:00",29.063510,77.709723,CO,26,103,43
India,Uttar_Pradesh,Meerut,"Pallavpuram Phase 2, Meerut - UPPCB","08-04-2025 11:00:00",29.063510,77.709723,OZONE,28,115,40
India,Uttar_Pradesh,Moradabad,"Eco Herbal Park, Moradabad - UPPCB","08-04-2025 11:00:00",28.840739,78.697531,PM10,43,171,93
India,Uttar_Pradesh,Moradabad,"Eco Herbal Park, Moradabad - UPPCB","08-04-2025 11:00:00",28.840739,78.697531,SO2,11,38,25
India,Uttar_Pradesh,Moradabad,"Employment Office, Moradabad - UPPCB","08-04-2025 11:00:00",28.88528,78.73880,SO2,29,120,41
India,Uttar_Pradesh,Kanpur,"NSI Kalyanpur, Kanpur - UPPCB","08-04-2025 11:00:00",26.509954,80.249612,CO,34,43,36
India,Uttar_Pradesh,Kanpur,"Nehru Nagar, Kanpur - UPPCB","08-04-2025 11:00:00",26.4703136,80.3229863,PM10,49,115,88
India,Uttar_Pradesh,Khurja,"Kalindi Kunj, Khurja - UPPCB","08-04-2025 11:00:00",28.2348927,77.8683002,PM10,NA,NA,NA
India,Uttar_Pradesh,Lucknow,"B R Ambedkar University, Lucknow - UPPCB","08-04-2025 11:00:00",26.766433,80.927299,NH3,3,11,7
India,Uttar_Pradesh,Lucknow,"B R Ambedkar University, Lucknow - UPPCB","08-04-2025 11:00:00",26.766433,80.927299,CO,12,36,19
India,Uttar_Pradesh,Ghaziabad,"Vasundhara, Ghaziabad - UPPCB","08-04-2025 11:00:00",28.6603346,77.3572563,CO,21,106,51
India,Uttar_Pradesh,Gorakhpur,"Madan Mohan Malaviya University of Technology, Gorakhpur - UPPCB","08-04-2025 11:00:00",26.730136,83.433859,PM2.5,46,500,102
India,Uttar_Pradesh,Gorakhpur,"Madan Mohan Malaviya University of Technology, Gorakhpur - UPPCB","08-04-2025 11:00:00",26.730136,83.433859,PM10,102,500,138
India,Uttar_Pradesh,"Greater Noida","Knowledge Park - V, Greater Noida - UPPCB","08-04-2025 11:00:00",28.557054,77.453663,PM2.5,168,500,347
India,Uttar_Pradesh,Firozabad,"Vibhab Nagar, Firozabad - UPPCB","08-04-2025 11:00:00",27.1594,78.3953,SO2,4,133,54
India,Uttar_Pradesh,Ghaziabad,"Indirapuram, Ghaziabad - UPPCB","08-04-2025 11:00:00",28.646233,77.358075,PM2.5,66,274,163
India,Uttar_Pradesh,Ghaziabad,"Indirapuram, Ghaziabad - UPPCB","08-04-2025 11:00:00",28.646233,77.358075,NO2,19,144,49
India,Uttar_Pradesh,Ghaziabad,"Sanjay Nagar, Ghaziabad - UPPCB","08-04-2025 11:00:00",28.685382,77.453839,CO,NA,NA,NA
India,Uttar_Pradesh,Ghaziabad,"Sanjay Nagar, Ghaziabad - UPPCB","08-04-2025 11:00:00",28.685382,77.453839,OZONE,NA,NA,NA
India,Uttar_Pradesh,Lucknow,"Kendriya Vidyalaya, Lucknow - CPCB","08-04-2025 11:00:00",26.906111,80.948222,PM2.5,122,312,234
India,Uttar_Pradesh,Lucknow,"Kukrail Picnic Spot-1, Lucknow - UPPCB","08-04-2025 11:00:00",26.90723,80.98579,SO2,21,26,23
India,Uttar_Pradesh,Lucknow,"Lalbagh, Lucknow - CPCB","08-04-2025 11:00:00",26.8458805,80.9365541,NO2,44,92,61
India,Uttar_Pradesh,Lucknow,"Lalbagh, Lucknow - CPCB","08-04-2025 11:00:00",26.8458805,80.9365541,NH3,10,25,17
India,Uttar_Pradesh,Bareilly,"Rajendra Nagar, Bareilly - UPPCB","08-04-2025 11:00:00",28.38910936,79.42963708,CO,8,50,25
India,Uttar_Pradesh,Bulandshahr,"Yamunapuram, Bulandshahr - UPPCB","08-04-2025 11:00:00",28.406963,77.849831,PM2.5,31,215,112
India,Uttar_Pradesh,Firozabad,"Nagla Bhau, Firozabad - UPPCB","08-04-2025 11:00:00",27.168897,78.376960,OZONE,4,9,5
India,Uttar_Pradesh,Lucknow,"Lalbagh, Lucknow - CPCB","08-04-2025 11:00:00",26.8458805,80.9365541,OZONE,14,66,46
India,Uttar_Pradesh,Lucknow,"Talkatora District Industries Center, Lucknow - CPCB","08-04-2025 11:00:00",26.83399722,80.8917361,SO2,1,14,6
India,Uttar_Pradesh,Meerut,"Jai Bhim Nagar, Meerut - UPPCB","08-04-2025 11:00:00",28.9535882,77.7622941,NH3,10,91,22
India,Uttar_Pradesh,Moradabad,"Kashiram Nagar, Moradabad - UPPCB","08-04-2025 11:00:00",28.849399,78.742362,NO2,25,25,25
India,Uttar_Pradesh,Moradabad,"Kashiram Nagar, Moradabad - UPPCB","08-04-2025 11:00:00",28.849399,78.742362,SO2,30,73,42
India,Uttar_Pradesh,Muzaffarnagar,"New Mandi, Muzaffarnagar - UPPCB","08-04-2025 11:00:00",29.4723508,77.7194031,SO2,5,41,21
India,West_Bengal,Asansol,"Trivenidevi Bhalotia College, Asansol - WBPCB","08-04-2025 11:00:00",23.616515,87.119133,PM10,27,101,64
India,West_Bengal,Asansol,"Trivenidevi Bhalotia College, Asansol - WBPCB","08-04-2025 11:00:00",23.616515,87.119133,NO2,5,47,19
India,West_Bengal,Barrackpore,"SVSPA Campus, Barrackpore - WBPCB","08-04-2025 11:00:00",22.7605581,88.3617589,PM2.5,12,46,29
India,West_Bengal,Barrackpore,"SVSPA Campus, Barrackpore - WBPCB","08-04-2025 11:00:00",22.7605581,88.3617589,SO2,13,14,13
India,West_Bengal,Barrackpore,"SVSPA Campus, Barrackpore - WBPCB","08-04-2025 11:00:00",22.7605581,88.3617589,CO,55,68,59
India,West_Bengal,Durgapur,"Mahishkapur Road_B-Zone, Durgapur - WBPCB","08-04-2025 11:00:00",23.567923,87.306843,PM10,47,102,76
India,West_Bengal,Durgapur,"Mahishkapur Road_B-Zone, Durgapur - WBPCB","08-04-2025 11:00:00",23.567923,87.306843,NH3,2,3,3
India,West_Bengal,Durgapur,"PCBL Residential Complex, Durgapur - WBPCB","08-04-2025 11:00:00",23.5087640,87.3544400,SO2,3,4,3
India,Uttar_Pradesh,Varanasi,"Bhelupur, Varanasi - UPPCB","08-04-2025 11:00:00",25.301778,82.996789,PM2.5,NA,NA,NA
India,Uttar_Pradesh,Varanasi,"Bhelupur, Varanasi - UPPCB","08-04-2025 11:00:00",25.301778,82.996789,PM10,67,123,93
India,Uttar_Pradesh,Varanasi,"Bhelupur, Varanasi - UPPCB","08-04-2025 11:00:00",25.301778,82.996789,NH3,1,1,1
India,Uttar_Pradesh,Varanasi,"Bhelupur, Varanasi - UPPCB","08-04-2025 11:00:00",25.301778,82.996789,SO2,30,39,31
India,Uttar_Pradesh,Varanasi,"IESD Banaras Hindu University, Varanasi - UPPCB","08-04-2025 11:00:00",25.262326,82.995408,SO2,17,24,19
India,Uttar_Pradesh,Varanasi,"Maldahiya, Varanasi - UPPCB","08-04-2025 11:00:00",25.32393,82.99687,PM10,73,122,94
India,Uttar_Pradesh,Varanasi,"Maldahiya, Varanasi - UPPCB","08-04-2025 11:00:00",25.32393,82.99687,NO2,2,15,3
India,Uttar_Pradesh,Varanasi,"Maldahiya, Varanasi - UPPCB","08-04-2025 11:00:00",25.32393,82.99687,CO,20,63,24
India,West_Bengal,Durgapur,"PCBL Residential Complex, Durgapur - WBPCB","08-04-2025 11:00:00",23.5087640,87.3544400,OZONE,11,60,15
India,West_Bengal,Haldia,"Priyambada Housing Estate, Haldia - WBPCB","08-04-2025 11:00:00",22.06047,88.109737,PM10,19,54,35
India,West_Bengal,Howrah,"Botanical Garden, Howrah - WBPCB","08-04-2025 11:00:00",22.554954,88.292568,CO,24,31,30
India,West_Bengal,Howrah,"Dasnagar, Howrah - WBPCB","08-04-2025 11:00:00",22.6025571,88.3105664,PM2.5,2,48,22
India,West_Bengal,Howrah,"Dasnagar, Howrah - WBPCB","08-04-2025 11:00:00",22.6025571,88.3105664,PM10,22,75,46
India,West_Bengal,Howrah,"Dasnagar, Howrah - WBPCB","08-04-2025 11:00:00",22.6025571,88.3105664,NH3,2,3,2
India,Uttar_Pradesh,Varanasi,"Maldahiya, Varanasi - UPPCB","08-04-2025 11:00:00",25.32393,82.99687,OZONE,3,16,5
India,Uttar_Pradesh,Vrindavan,"Omex Eternity, Vrindavan - UPPCB","08-04-2025 11:00:00",27.5714090,77.6557570,SO2,28,38,31
India,Uttar_Pradesh,Vrindavan,"Omex Eternity, Vrindavan - UPPCB","08-04-2025 11:00:00",27.5714090,77.6557570,CO,24,40,35
India,Uttarakhand,Kashipur,"Govt. Girls Inter College, Kashipur - UKPCB","08-04-2025 11:00:00",29.2124114,78.9611753,PM10,47,141,79
India,Uttarakhand,Kashipur,"Govt. Girls Inter College, Kashipur - UKPCB","08-04-2025 11:00:00",29.2124114,78.9611753,NO2,7,35,14
India,Uttarakhand,Kashipur,"Govt. Girls Inter College, Kashipur - UKPCB","08-04-2025 11:00:00",29.2124114,78.9611753,CO,16,94,23
India,Uttar_Pradesh,Noida,"Sector - 125, Noida - UPPCB","08-04-2025 11:00:00",28.5447608,77.3231257,PM10,80,276,161
